Word	id
caricature	karikatur
caries	karies
caring	peduli
carjack	carjack
carnage	pembantaian
carnal	jasmani
carnation	anyelir
carnival	karnaval
carnivorous	karnivora
carol	carol
carols	lagu-lagu Natal
carousel	korsel
carp	karper
carpal	carpal
carpenter	tukang kayu
carpentry	pekerjaan tukang kayu
carpet	karpet
carpeting	karpet
carpool	carpool
carriage	pengangkutan
carried	dibawa
carrier	pembawa
carrot	wortel
carry	membawa
carrying	membawa
carsick	mobilick
cart	gerobak
carte	NO TRANSLATION
cartel	kartel
carter	tukang gerobak
cartilage	tulang rawan
cartographic	kartografi
cartography	pemetaan
carton	karton
cartoon	kartun
cartouche	NO TRANSLATION
cartridge	peluru
carve	mengukir
carver	pemahat
carving	ukiran
cascade	riam
case	kasus
casein	kasein
cash	kas
cashier	kasir
cashmere	kasmir
casing	selubung
casino	kasino
cask	tong kecil
casket	peti mati
casserole	basi
cassette	kaset
cast	melemparkan
castaway	tersingkir
caste	kasta
caster	caster
castle	Kastil
castor	jarak
castrate	mengebiri
castration	pengebirian
casual	biasa saja
casually	sambil lalu
casualty	korban jiwa
cat	kucing
catabolism	katabolisme
catalog	katalog
catalogue	katalog
catalysis	katalisis
catalyst	katalisator
catalytic	katalis
catamaran	catamaran
catapult	melontarkan
cataract	katarak
catastrophe	malapetaka
catastrophic	katastropik
catatonic	katatonik
catch	menangkap
catcher	penangkap
catching	penangkapan
catchphrase	slogannya
catchy	menarik
catechism	katekese
categorical	kategoris
category	kategori
cater	melayani
caterer	pemborong
caterpillar	ulat
cates	kate
catfish	ikan lele
cathartic	obat pencahar
cathedral	Katedral
catheter	kateter
catholic	Katolik
cathouse	cathouse
catnip	catnip
cattle	ternak
catwalk	catwalk
caucus	kaukus
caudal	caudal
cauldron	kawah
cauliflower	kol bunga
caulk	mendempol
causal	kausal
causality	hubungan sebab dan akibat
causation	hal menyebabkan
cause	sebab
caused	disebabkan
causeway	jalan lintas
caution	peringatan
cautionary	peringatan
cautious	waspada
cautiously	hati-hati
cavalier	angkuh
cavalry	kavaleri
cave	gua
caveat	peringatan
caveman	manusia gua
cavern	gua besar
cavernous	luas
caviar	kaviar
caving	mengalah
cavity	rongga
cayenne	cabai rawit
cease	berhenti
ceasefire	gencatan senjata
ceaseless	tanpa henti
cedar	cedar
cede	menyerahkan
ceiling	plafon
celebrant	selebritas
celebrate	merayakan
celebrated	terkenal
celebrating	merayakan
celebration	perayaan
celebrations	perayaan
celebratory	perayaan
celebrity	selebriti
celery	seledri
celestial	selestial
celibacy	pembujangan
celibate	selibat
cell	sel
cellar	gudang di bawah tanah
cellblock	cellblock
cellist	pemain selo
cellmate	teman satu selnya
cello	selo
cellophane	kertas kaca
cellular	seluler
cellulite	selulit
celluloid	seluloida
cement	semen
cemented	disemen
cemetery	kuburan
censor	sensor
censorship	sensor
censure	mengecam
census	sensus
cent	sen
centenary	abad
centennial	seratus tahun
center	pusat
centerfold	centerfold
centerpiece	inti
centimeter	sentimeter
centipede	lipan
central	pusat
centrality	sentralitas
centralization	sentralisasi
centralize	memusatkan
centrally	di pusat
centrifugal	sentrifugal
centrifuge	centrifuge
centurion	perwira
century	abad
ceramic	keramik
ceramics	keramik
cereal	sereal
cereals	sereal
cerebral	serebral
ceremonial	upacara
ceremony	upacara
certain	tertentu
certainty	kepastian
certifiable	bermutu
certificate	sertifikat
certified	bersertifikat
certify	menyatakan
cervical	serviks
cervix	serviks
cess	cess
cessation	penghentian
cesspool	tangki septik
cha cha	NO TRANSLATION
chaff	sekam
chafing	lecet
chagrin	mengecewakan
chagrined	sedih
chai	chai
chain	rantai
chainsaw	gergaji
chair	kursi
chairman	ketua
chairperson	ketua
chairwoman	ketua
chaise	chaise
chalet	chalet
chalice	piala
chalk	kapur
challenge	tantangan
challenger	penantang
chamber	ruang
chambermaid	pelayan
chambers	bilik
chameleon	bunglon
champ	juara
champagne	sampanye
champion	juara
championship	kejuaraan
chance	kesempatan
chancellor	kanselir
chandelier	tempat lilin
chandler	pedagang lilin
change	perubahan
changeable	bisa berubah
changed	berubah
changer	changer
changing	berubah
channel	saluran
chant	nyanyian
chaos	kekacauan
chaotic	semrawut
chap	chap
chapel	kapel
chaperon	mengantar
chaplain	pendeta
chapman	pedagang pengembara
chaps	bab-bab
chapter	bab
char	arang
character	karakter
characteristic	ciri
characterize	mencirikan
charade	sandiwara
charcoal	arang
chardonnay	chardonnay
charge	biaya
chargeable	dikenakan biaya
charger	pengisi daya
chariot	kereta kuda
charisma	karisma
charismatic	karismatik
charitable	sosial
charity	amal
charlatan	tukang obat
charm	pesona
charmed	terpesona
charmer	perayu
charming	menawan
charred	hangus
chart	grafik
charter	piagam
chartered	carteran
chase	mengejar
chased	dikejar
chaser	pemburu
chasm	jurang
chassis	casis
chaste	suci
chastened	didera
chastisement	hukuman
chastity	kesucian
chat	obrolan
chateau	chateau
chatter	obrolan
chatterbox	pembual
chattering	mengobrol
chatty	cerewet
chauffeur	sopir
chauvinist	chauvinist
cheap	murah
cheapened	murahan
cheapskate	pelit
cheat	curang
cheater	penipu
check	memeriksa
checkbook	buku cek
checker	pemeriksa
checkered	kotak-kotak
checkers	dam
checklist	daftar periksa
checkmate	sekakmat
checkout	Periksa
checkpoint	pos pemeriksaan
checkup	pemeriksaan
cheek	pipi
cheeks	pipi
cheeky	bermuka tebal
cheep	ciak
cheer	bersorak
cheered	bersorak
cheerful	riang
cheerfulness	kegembiraan
cheering	bersorak
cheerleader	pemandu sorak
cheerleading	cheerleader
cheerless	suram
cheers	tepuk tangan
cheery	riang
cheese	keju
cheeseburger	cheeseburger
cheesecake	kue keju
cheesy	murahan
cheetah	Cheetah
chef	koki
chemical	bahan kimia
chemise	NO TRANSLATION
chemist	ahli kimia
chemistry	kimia
chemo	kemo
chemotherapy	kemoterapi
cheque	memeriksa
cherish	menghargai
cherishing	menghargai
cherry	ceri
cherub	kerub
chess	catur
chest	dada
chestnut	kastanye
chevron	chevron
chew	mengunyah
chewy	kenyal
chic	chic
chicane	ketidakjujuran
chick	anak ayam
chicken	ayam
chicken pox	cacar air
chickenpox	cacar air
chief	kepala
chiefly	terutama
chieftain	kepala suku
chiffon	kain sutera tipis
child	anak
childbirth	persalinan
childhood	masa kecil
childish	kekanak-kanakan
childless	tanpa anak
childlike	seperti anak kecil
childloss	NO TRANSLATION
children	anak-anak
chili	cabai
chill	dingin
chilled	dingin
chilling	mengerikan
chilly	dingin
chime	berbunyi
chimera	chimera
chimes	bunyi genta lonceng
chimney	cerobong asap
chimp	simpanse
chimpanzee	simpanse
chin	dagu
china	Cina
chinchilla	chinchilla
chine	NO TRANSLATION
chinook	chinook
chip	keping
chipmunk	chipmunk
chipper	gembira
chipping	chipping
chiropractor	kiropraktor
chirp	kicauan
chirping	kicau
chisel	pahat
chiseler	chiseler
chit	chit
chitchat	basa basi
chivalry	kesopanan
chloride	khlorida
chlorine	klorin
chloroform	khloroform
chocolate	cokelat
choice	pilihan
choir	paduan suara
choke	tersedak
cholera	kolera
cholesterol	kolesterol
choose	memilih
choosing	memilih
choosy	rewel
chop	memotong
chopper	helikopter
choppers	helikopter
chopping	memotong
chops	daging
choral	paduan suara
chord	akor
chords	akord
chore	pekerjaan rumah
choreographer	koreografer
choreography	koreografi
chorus	paduan suara
chosen	terpilih
chow	makanan
chowder	sup krim
christ	Kristus
christen	NO TRANSLATION
christening	pembaptisan
christian	Kristen
christmas	hari Natal
christmasbreak	NO TRANSLATION
christmaseve	NO TRANSLATION
christmasspirit	NO TRANSLATION
christmassy	kekristenan
christmastime	waktu Natal
chromatic	berwarna
chromatography	kromatografi
chrome	krom
chromium	kromium
chromosome	kromosom
chronic	kronis
chronicle	kronik
chronograph	chronograph
chronological	kronologis
chubby	tembem
chuck	membuang
chuckle	tertawa kecil
chug	bunyi letusan kecil
chum	sahabat karib
chummy	akrab
chump	orang bodoh
chunk	bingkah
chunky	chunky
church	gereja
churchyard	halaman gereja
churn	mengocok
chute	parasut
chutney	chutney
ciao	ciao
cider	Cuka Apel
cigar	cerutu
cigarette	rokok
cilantro	ketumbar
cinch	menang
cinder	abu
cinema	bioskop
cinematic	sinematik
cinematographer	sinematografer
cinematography	sinematografi
cinnamon	kayu manis
cipher	sandi
circle	lingkaran
circling	berputar-putar
circuit	sirkuit
circuitry	sirkuit
circular	bundar
circulate	mengedarkan
circulation	sirkulasi
circulatory	peredaran darah
circumcision	penyunatan
circumference	lingkar
circumferential	keliling
circumscribed	dibatasi
circumstance	keadaan
circumstances	keadaan
circumstantial	tidak langsung
circumvent	mengelakkan
circumvention	tipu
circus	sirkus
cirque	arena
cirrhosis	sirosis
cirrus	awan tipis
cistern	tadah
citadel	benteng
citation	kutipan
cite	mengutip
citizen	warganegara
citizenship	kewarganegaraan
citrine	citrine
citrus	jeruk
city	kota
citywide	seluruh kota
civic	kewarganegaraan
civics	kewarganegaraan
civil	sipil
civilian	sipil
civilians	warga sipil
civility	kesopanan
civilization	peradaban
civilized	beradab
clad	berpakaian
claim	klaim
claimant	penuntut
clairvoyant	peramal
clam	kerang
clambake	makan gembira
clammy	basah
clamor	keributan
clamp	penjepit
clan	klan
clandestine	rahasia
clang	dentang
clap	tepuk
clapper	anak genta
clapping	bertepuk tangan
clarification	klarifikasi
clarify	menjelaskan
clarinet	klarinet
clarion	bunyi keras
clarity	kejelasan
clash	bentrokan
clashing	bentrok
clasp	gesper
class	kelas
classic	klasik
classic rock	Rock klasik
classical	klasik
classics	klasik
classification	klasifikasi
classified	rahasia
classify	menggolongkan
classmate	teman sekelas
classroom	kelas
classy	berkelas
clatter	gemerincing
clause	ayat
clauses	klausa
claustrophobia	claustrophobia
claustrophobic	klaustrofobia
clavicle	tulang selangka
claw	cakar
claws	cakar
clay	tanah liat
clean	bersih
cleaner	pembersih
cleaning	pembersihan
cleanliness	kebersihan
cleanly	rapi
cleanse	membersihkan
cleanser	pembersih
cleansing	pembersihan
cleanup	membersihkan
clear	bersih
clearance	izin
clearing	kliring
clearness	jelasnya
cleat	cleat
cleavage	pembelahan
cleave	membelah
cleaver	NO TRANSLATION
clef	kunci musik
cleft	celah
clemency	grasi
clench	mengepalkan
clergy	klerus
clergyman	pendeta
cleric	ulama
clerical	ulama
clerk	juru tulis
clerkship	jabatan juru tulis
clever	pintar
cleverness	kepandaian
click	klik
clicker	clicker
client	klien
clientele	pelanggan
cliff	jurang
climate	iklim
climatology	klimatologi
climax	klimaks
climb	mendaki
climber	pendaki
clinch	membereskan
cling	melekat
clingy	lekat
clinic	klinik
clinical	klinis
clink	denting
clip	klip
clipboard	papan klip
clipper	alat pemotong
clipping	guntingan
clique	NO TRANSLATION
clitoris	kelentit
cloak	jubah
cloaking	cloaking
cloakroom	penitipan pakaian
clobber	mengkritik
clock	jam
clockwork	mesin jam
clod	gumpalan
clog	menyumbat
cloister	biara
clone	klon
cloning	kloning
close	dekat
closed	Tutup
closeness	kedekatan
closet	lemari
closure	penutupan
clot	menggumpal
cloth	kain
clothe	menutupi
clothes	pakaian
clothesline	jemuran
clothing	pakaian
cloud	awan
clouded	mendung
cloudiness	keadaan mendung
clouds	awan
cloudy	berawan
clout	pengaruh
clove	Cengkeh
clover	semanggi
cloves	cengkeh
clown	badut
clowns	badut
club	klub
clubhouse	clubhouse
clubs	klub
cluck	keok
clue	petunjuk
clueless	tidak mengerti
clump	rumpun
clumsy	ceroboh
clunk	klunk
cluster	gugus
clutch	kopling
clutches	cengkeraman
clutter	kekacauan
coach	pelatih
coachman	kusir
coagulation	pembekuan
coal	batu bara
coalesce	bersatu
coalition	koalisi
coarse	kasar
coast	pantai
coastal	pesisir
coaster	coaster
coastline	garis pantai
coat	mantel
coating	lapisan
coax	membujuk
cobalt	kobalt
cobble	batu bulat
cobbler	tukang sepatu
cobra	kobra
cocaine	kokain
cock	kokang
cockamamie	cockamamie
cockeyed	tolol
cockpit	kokpit
cockroach	kecoak
cocksucker	bajingan
cocktail	koktail
cocky	sombong
cocoa	biji cokelat
coconut	kelapa
cocoon	kepompong
cod	ikan kod
code	kode
codeine	kodein
codex	naskah kuno
codfish	ikan codfish
codification	kodifikasi
codify	mengkodifikasikan
coding	coding
coed	mahasiswi
coefficient	koefisien
coerce	memaksa
coercion	paksaan
coercive	paksaan
coexist	hidup bersama
coexistence	hidup berdampingan
coexisting	hidup berdampingan
coffee	kopi
coffee table	meja kopi
coffeehouse	rumah kopi
coffeepot	teko kopi
coffin	peti mati
cog	gigi
cogent	kuat
cognac	Cognac
cognate	seasal
cognition	pengartian
cognitive	kognitif
cohabitation	kohabitasi
coherence	koherensi
coherent	koheren
cohesion	kohesi
cohesive	kompak
cohort	kelompok
coil	gulungan
coiled	digulung
coin	koin
coinage	uang logam
coincide	bertepatan
coincidence	kebetulan
coincident	bertepatan
coincidental	kebetulan
coinciding	bertepatan
coke	minuman bersoda
cola	soda
cold	dingin
coldly	dengan dingin
coldness	kedinginan
coldsweat	NO TRANSLATION
coleslaw	selada kol
colic	sakit perut
coliseum	stadion besar
collaborate	berkolaborasi
collaboration	kolaborasi
collaborator	kolaborator
collage	kolase
collagen	kolagen
collapse	jatuh
collar	kerah
collarbone	tulang selangka
collate	menyusun
collateral	jaminan
collation	pemeriksaan
colleague	rekan
collect	mengumpulkan
collected	dikumpulkan
collection	koleksi
collective	kolektif
collectively	secara kolektif
collector	pengumpul
college	perguruan tinggi
collegiate	perguruan tinggi
collide	bertabrakan
collie	collie
collision	tabrakan
collocation	sanding kata
colloquial	bahasa sehari-hari
collusion	kolusi
cologne	cologne
colon	usus besar
colonel	kolonel
colonial	kolonial
colonic	kolon
colonoscopy	kolonoskopi
colony	koloni
colophon	tanda penerbit
color	warna
coloration	pewarnaan
colored	berwarna
colorful	warna-warni
coloring	warna
colorless	tanpa warna
colors	warna
colossal	kolosal
colt	kuda jantan muda
columbine	bersifat merpati
column	kolom
columnar	kolumnar
columnist	kolumnis
com	NO TRANSLATION
coma	koma
comatose	pingsan
comb	sisir
combat	tempur
combatant	pejuang
combative	agresif
combination	kombinasi
combinatorial	kombinatorial
combine	menggabungkan
combined	digabungkan
combo	combo
combustible	mudah terbakar
combustion	pembakaran
come	datang
comeback	kembali
comedian	pelawak
comedy	komedi
comet	komet
comfort	kenyamanan
comfortable	nyaman
comforter	penghibur
comforting	menghibur
comfy	nyaman
comic	komik
comical	lucu
comics	komik
coming	kedatangan
comma	koma
command	perintah
commandant	komandan
commandeer	menyita
commander	komandan
commanding	berwibawa
commandment	firman
commando	komando
commemorate	memperingati
commemoration	peringatan
commemorative	peringatan
commence	memulai
commend	memuji
commendable	terpuji
commendation	pujian
commensurate	sepadan
comment	komentar
commentary	komentar
commentator	komentator
commerce	perdagangan
commercial	komersial
commie	commie
commissary	komisaris
commission	Komisi
commissioner	komisaris
commit	melakukan
commitment	komitmen
committal	committal
committed	berkomitmen
committee	komite
commodity	komoditi
commodore	komodor
common	umum
commoner	orang biasa
commonly	umumnya
commonplace	biasa
commons	commons
commonwealth	persemakmuran
commotion	keributan
communal	komunal
commune	komune
communicable	bisa berkomunikasi
communicate	menyampaikan
communication	komunikasi
communicative	komunikatif
communicator	penghubung
communion	komuni
communism	komunisme
communist	Komunis
community	masyarakat
commutation	penggantian
commutative	komutatif
commute	pulang pergi
commuter	komuter
comp	comp
compact	kompak
compaction	pemadatan
compactness	kekompakan
companion	teman
companionless	tanpa teman
companionship	persahabatan
company	perusahaan
comparable	sebanding
comparative	komparatif
comparatively	relatif
compare	membandingkan
comparison	perbandingan
compartment	kompartemen
compass	kompas
compassion	kasih sayang
compassionate	penuh kasih sayang
compatibility	kesesuaian
compatible	cocok
compel	memaksa
compelled	dipaksa
compelling	menarik
compendium	ringkasan
compensate	mengimbangi
compensation	kompensasi
compensatory	sbg pengganti
compete	bersaing
competence	kompetensi
competency	kompetensi
competent	kompeten
competition	kompetisi
competitive	kompetitif
competitor	saingan
compilation	kompilasi
compile	menyusun
complacency	kepuasan
complacent	puas
complain	mengeluh
complaint	keluhan
complement	melengkapi
complementary	komplementer
complete	lengkap
completed	lengkap
completely	sama sekali
completeness	kelengkapan
completing	menyelesaikan
completion	penyelesaian
complex	kompleks
complexed	dikomplekskan
complexion	corak
complexity	kompleksitas
compliance	pemenuhan
compliant	patuh
complicate	menyulitkan
complicated	rumit
complication	komplikasi
complicity	keterlibatan
compliment	NO TRANSLATION
complimentary	gratis
comply	memenuhi
complying	memenuhi
compo	compo
component	komponen
compose	menyusun
composed	tersusun
composer	komposer
composite	gabungan
composition	komposisi
compost	kompos
composure	ketenangan
compound	senyawa
comprehend	memahami
comprehension	pemahaman
comprehensive	luas
compress	kompres
compressed	dikompresi
compressible	kompresibel
compression	kompresi
compressor	kompresor
comprise	meliputi
compromise	kompromi
comptroller	pengawas
compulsion	paksaan
compulsive	wajib
compulsory	wajib
computable	dapat dihitung
computation	komputasi
compute	menghitung
computer	komputer
computerized	terkomputerisasi
computing	komputasi
comrade	kawan
con	NO TRANSLATION
concatenation	rangkaian
concave	cekung
conceal	menyembunyikan
concealed	dirahasiakan
concealment	penyembunyian
concede	mengakui
conceit	kesombongan
conceited	sombong
conceivable	bisa dibayangkan
conceive	memahami
concentrate	konsentrat
concentration	konsentrasi
concentric	konsentris
concept	konsep
conception	pembuahan
concern	perhatian
concerned	prihatin
concert	konser
concerto	konser
concession	konsesi
concessional	lunak
conch	Keong
concierge	concierge
conciliation	perdamaian
concise	ringkas
conclave	konklaf
conclude	menyimpulkan
concluding	menyimpulkan
conclusion	kesimpulan
conclusive	pasti
concoction	ramuan
concomitant	seiring
concord	kerukunan
concordance	konkordansi
concours	NO TRANSLATION
concourse	concourse
concrete	beton
concubine	selir
concur	setuju
concurrence	persetujuan
concurrent	bersamaan
concurring	concurring
concussion	gegar
condemn	mengutuk
condemnation	penghukuman
condensation	kondensasi
condensed	kental
condescending	merendahkan
condescension	sikap merendahkan
condiment	bumbu
condition	kondisi
conditional	bersyarat
conditionally	secara kondisional
conditioned	terkondisi
conditioner	kondisioner
conditioning	pengkondisian
conditions	kondisi
condo	kondominium
condolence	belasungkawa
condolences	belasungkawa
condom	kondom
condone	memaafkan
condor	condor
conducive	kondusif
conduct	mengadakan
conduction	konduksi
conductivity	daya konduksi
conductor	konduktor
conduit	saluran
cone	kerucut
confederacy	konfederasi
confederate	sekutu
confederation	konfederasi
confer	memberi
conference	konferensi
confess	mengaku
confession	pengakuan
confessional	pengakuan dosa
confessions	pengakuan dosa
confetti	konfeti
confidant	orang kepercayaan
confide	curhat
confidence	kepercayaan
confident	percaya diri
confidential	rahasia
confidentiality	kerahasiaan
confidentially	NO TRANSLATION
configuration	konfigurasi
confine	membatasi
confined	terbatas
confinement	kurungan
confines	terbatas
confirm	memastikan
confirmation	konfirmasi
confirmatory	konfirmasi
confirmed	dikonfirmasi
confiscate	menyita
confiscation	penyitaan
conflagration	kebakaran besar
conflict	konflik
conflicting	bertentangan
confluence	pertemuan
conform	sesuai
conformance	kesesuaian
conformation	NO TRANSLATION
conformity	kesesuaian
confound	mencampuradukkan
confounded	terkutuk
confront	menghadapi
confrontation	konfrontasi
confuse	membingungkan
confused	bingung
confusing	membingungkan
confusion	kebingungan
conga	conga
congenial	cocok
congenital	bawaan
congestion	kemacetan
conglomerate	konglomerat
conglomeration	campuran
congrats	selamat
congratulate	mengucapkan selamat
congratulation	Selamat
congratulations	Selamat
congratulatory	ucapan selamat
congregate	berkumpul
congregation	kongregasi
congress	Kongres
congressional	kongres
congressman	anggota kongres
congruence	kesesuaian
conic	berbentuk kerucut
conical	berbentuk kerucut
conjecture	dugaan
conjugal	suami-istri
conjugate	mengkonjugasikan
conjugation	konjugasi
conjunction	konjungsi
conjunctive	kata penghubung
conjure	menyulap
conjuring	sulap
conk	meninggal
connect	menghubungkan
connected	terhubung
connection	koneksi
connective	ikat
connoisseur	penikmat
conquer	menaklukkan
conquering	menaklukkan
conqueror	penakluk
conquest	penaklukan
conscience	hati nurani
conscientious	teliti
conscious	sadar
consciousness	kesadaran
conscription	wajib militer
consecrated	suci
consecration	konsekrasi
consecutive	berurutan
consensual	konsensus
consensus	konsensus
consent	persetujuan
consenting	setuju
consequence	konsekuensi
consequent	akibat
conservation	konservasi
conservatism	konservatisme
conservative	konservatif
conservatory	konservatori
conserve	melestarikan
consider	mempertimbangkan
considerable	besar
considerate	penuh perhatian
consideration	pertimbangan
consignee	penerima barang
consignment	konsinyasi
consist	terdiri
consistency	konsistensi
consistent	konsisten
consolation	penghiburan
console	menghibur
consoled	terhibur
consolidate	mengkonsolidasikan
consolidated	konsolidasi
consolidation	konsolidasi
consonant	konsonan
consort	istri
conspicuous	menyolok
conspiracy	konspirasi
conspirator	konspirator
conspire	bersekongkol
constable	polisi
constancy	keteguhan
constant	konstan
constantly	selalu
constellation	konstelasi
consternation	kekuatiran
constipation	sembelit
constituency	daerah pemilihan
constituent	unsur
constituents	konstituen
constitute	merupakan
constitution	konstitusi
constitutional	konstitusional
constitutionality	konstitusionalitas
constrain	memaksa
constrained	terkendala
constraint	paksaan
construct	membangun
construction	konstruksi
constructive	konstruktif
construe	menafsirkan
consul	konsul
consulate	konsulat
consult	berkonsultasi
consultant	konsultan
consultation	konsultasi
consume	mengkonsumsi
consumer	konsumen
consuming	mengkonsumsi
consummate	sempurna
consummation	penyempurnaan
consumption	konsumsi
contact	kontak
contagion	penularan
contagious	menular
contain	berisi
container	wadah
containment	penahanan
contaminate	mencemari
contaminated	terkontaminasi
contamination	kontaminasi
contemplate	merenungkan
contemplation	kontemplasi
contemplative	kontemplatif
contemporaneous	sejaman
contemporary	kontemporer
contempt	penghinaan
contemptible	hina
contemptuous	sombong
contend	bersaing
contender	lawan
contending	bersaing
content	konten
contented	puas
contention	pendapat
contentious	kontensius
contentment	kepuasan
contents	isi
contest	kontes
contestant	kontestan
context	konteks
contiguous	berdekatan
continence	pengawasan diri
continent	benua
continental	kontinental
contingency	kemungkinan
contingent	kontingen
continual	terus menerus
continually	terus menerus
continuance	kelanjutan
continuation	kelanjutan
continue	terus
continued	lanjut
continuing	melanjutkan
continuity	kontinuitas
continuous	kontinu
continuously	terus menerus
continuum	kontinum
contour	kontur
contraband	barang selundupan
contraception	kontrasepsi
contract	kontrak
contracted	dikontrak
contractile	kontraktil
contracting	kontrak
contraction	kontraksi
contractor	kontraktor
contradict	bertentangan
contradiction	kontradiksi
contradictory	kontradiktif
contraption	alat
contrary	kebalikan
contrast	kontras
contrasted	kontras
contravene	melanggar
contravention	pelanggaran
contribute	menyumbang
contribution	kontribusi
contributor	penyumbang
contrite	penuh sesal
contrition	penyesalan
contrived	dibuat-buat
control	kontrol
controller	pengontrol
controlling	mengendalikan
controversial	kontroversial
controversy	kontroversi
contusion	luka memar
conundrum	teka-teki
convalescent	sembuh
convection	konveksi
convene	bersidang
convenience	kenyamanan
conveniences	kenyamanan
convenient	mudah
convent	biara
convention	Konvensi
conventional	konvensional
converge	bertemu
convergence	konvergensi
convergent	konvergen
conversant	mahir
conversation	percakapan
conversational	percakapan
conversationalist	pembicara
converse	berbicara
conversing	berbicara
conversion	konversi
convert	mengubah
converted	dikonversi
convertible	konversi
convex	cembung
convexity	sifat busung
convey	menyampaikan
conveyance	kendaraan
conveyancing	pengarahan
convict	menghukum
conviction	keyakinan
convince	meyakinkan
convinced	yakin
convincing	meyakinkan
convocation	pertemuan
convoluted	membelit
convolution	lilitan
convoy	konvoi
coo	mendekut
cook	memasak
cookbook	buku masak
cooker	kompor
cookery	masakan
cookie	Kue kering
cookies	kue
cooking	memasak
cookout	cookout
cool	keren
coolant	pendingin
cooler	lebih dingin
cooling	pendinginan
coolness	kesejukan
coon	coon
coop	mengurung
cooperate	bekerja sama
cooperating	bekerja sama
cooperation	kerja sama
cooperative	koperasi
coordinate	koordinat
coordination	koordinasi
coordinator	koordinator
cop	polisi
copacetic	NO TRANSLATION
cope	mengatasi
copier	mesin fotokopi
copilot	copilot
coping	mengatasi
copious	banyak sekali
copper	tembaga
copter	helikopter
copy	salinan
copycat	peniru
copying	penyalinan
copyright	hak cipta
coral	karang
coral snake	ular karang
cord	tali
cordial	ramah
cordless	tanpa kabel
cordon	barisan
corduroy	korduroi
core	inti
cork	sumbat
corkscrew	kotrek
corn	Jagung
cornball	cornball
cornbread	roti jagung
cornea	kornea
corned	kornet
corner	sudut
cornerstone	landasan
cornet	terompet kecil
cornfield	ladang jagung
cornflakes	NO TRANSLATION
cornice	cornice
cornstarch	kanji dr tepung jagung
corny	dangkal
corollary	akibat wajar
corona	korona
coronary	koroner
coronation	pemahkotaan
coroner	koroner
corporal	kopral
corporate	perusahaan
corporation	perusahaan
corporeal	jasmani
corps	korps
corpse	mayat
corpsman	perawat tentara
corpus	korpus
corral	kandang ternak
correct	benar
correction	koreksi
correctional	pemasyarakatan
corrective	perbaikan
correctness	kebenaran
correlation	korelasi
correlative	korelatif
correspond	sesuai
correspondence	korespondensi
correspondent	koresponden
corresponding	sesuai
corridor	koridor
corroborate	menguatkan
corroboration	pembenaran
corrosion	korosi
corrosive	korosif
corrupt	korup
corrupting	merusak
corruption	korupsi
corsage	korsase
corse	NO TRANSLATION
corset	korset
cortex	korteks
cortical	kortikal
cortisone	cortisone
corvette	korvet
cosmetic	kosmetik
cosmetics	kosmetik
cosmic	kosmik
cosmology	kosmologi
cosmopolitan	kosmopolitan
cosmos	kosmos
cost	biaya
costly	mahal
costume	kostum
cosy	nyaman
cot	pondok
cote	kandang
cottage	pondok
cotton	kapas
couch	sofa
cougar	cougar
cough	batuk
council	Dewan
councilman	anggota dewan
counsel	nasihat
counseling	konseling
counsellor	konselor
counselor	konselor
count	menghitung
countdown	hitung mundur
countenance	wajah
counter	melawan
counteract	menetralkan
counterattack	serangan balik
counterbalance	mengimbangi
counterclaim	tuntutan balasan
counterfeit	palsu
counterpart	rekan
counterpoint	tandingan
countess	countess
countless	tak terhitung
country	negara
countryman	orang desa
countrymusic	NO TRANSLATION
countryside	pedesaan
counts	penting
county	daerah
coup	kup
coupe	coupe
couple	pasangan
coupled	digabungkan
coupling	kopel
coupon	kupon
courage	keberanian
courageous	berani
courier	kurir
courses	kursus
coursing	pemburuan kelinci
court	pengadilan
courteous	sopan
courtesy	kesopanan
courthouse	gedung pengadilan
courtroom	ruang sidang
courts	pengadilan
courtship	pacaran
courtside	sisi pengadilan
courtyard	halaman
cousin	sepupu
cousins	sepupu
cove	teluk kecil
coven	coven
covenant	perjanjian
cover	penutup
coverage	cakupan
covered	tertutupi
covering	penutup
covert	tersembunyi
covet	mendambakan
coveted	didambakan
cow	sapi
coward	pengecut
cowardice	kepengecutan
cowardly	pengecut
cowboy	koboi
cowgirl	cowgirl
cowhand	gembala sapi
cowhide	kulit sapi
cowl	biarawan
coworker	teman sekerja
coy	coy
coyote	anjing hutan
cozy	nyaman
crab	Kepiting
crabby	pemarah
crack	retak
cracked	retak
cracker	cracker
crackerjack	jagoan
cracking	retak
crackle	meretih
crackpot	gila
cradle	buaian
craft	kerajinan
crafts	kerajinan tangan
craftsman	tukang
craftsmanship	keahlian
crafty	licik
craig	craig
cram	menjejalkan
crammed	dijejalkan
cramp	kejang
cramped	sempit
cranberry	cranberi
cranberry juice	Jus cranberry
crane	derek
cranial	tengkorak
cranium	tengkorak
crank	engkol
cranky	ngambek
cranny	celah
crap	sampah
crappy	buruk sekali
craps	craps
crash	jatuh
crass	kasar
crate	peti
crater	kawah
crave	mendambakan
craving	idaman
crawfish	mundur
crawl	merangkak
crayon	krayon
crayons	crayon
craze	menggila
crazed	gila
craziness	kegilaan
crazy	gila
creak	berderak
creaking	berderit
cream	krim
creamed	krim
creamer	creamer
creamy	lembut
crease	lipatan
create	membuat
creation	penciptaan
creative	kreatif
creativity	kreativitas
creator	pencipta
creature	makhluk
